Product_Category,Product_Price,Order_Quantity,Return_Status,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Total_Value,Discount_Percentage,Price_Category,Age_Group,Order_Month,Order_Weekday,Is_Weekend
4,253.2,2,0,60,1,61,2,0,19.46,506.4,7.68562401263823,1,2,9,4,0
4,28.92,3,0,69,0,56,3,2,32.71,86.76,113.105117565699,0,3,11,0,0
2,90.8,3,0,66,0,15,0,0,33.65,272.4,37.0594713656388,0,3,12,6,1
4,72.68,5,0,33,0,46,2,1,7.31,363.4,10.0577875619152,0,1,8,2,0
2,312.13,5,1,42,0,59,2,0,46.17,1560.65,14.7919136257329,1,2,3,4,0
2,346.82,4,0,41,0,64,0,1,8.25,1387.28,2.37875555042962,2,2,7,4,0
3,380.15,3,0,51,0,78,2,1,0.71,1140.45,0.186768380902275,2,2,12,3,0
2,231.9,4,0,30,0,4,0,0,26.65,927.6,11.4920224234584,1,1,4,0,0
4,352.75,2,1,30,0,79,0,0,33.45,705.5,9.4826364280652,2,1,4,6,1
1,370.66,4,1,45,0,64,2,1,36.6,1482.64,9.87427831435817,2,2,10,4,0
2,261.94,5,1,28,1,24,2,2,24.55,1309.7,9.37237535313431,1,1,8,1,0
3,40.11,1,0,59,0,43,3,1,6.62,40.11,16.5046123161306,0,2,2,0,0
1,181.14,1,0,40,1,92,3,1,18.57,181.14,10.2517389864194,1,1,12,2,0
1,441.35,5,1,43,0,11,1,2,10.62,2206.75,2.40625354027416,2,2,9,6,1
2,417.76,2,0,24,0,54,3,0,12.58,835.52,3.01129835312141,2,0,3,4,0
0,387.7,1,1,64,1,63,2,2,42.48,387.7,10.9569254578282,2,3,4,5,1
0,335.29,1,0,36,0,40,2,1,36.21,335.29,10.7996063109547,2,1,11,3,0
0,275.31,5,1,47,1,12,2,2,18.47,1376.55,6.70880098797719,1,2,11,1,0
4,81.13,4,0,28,0,31,1,2,1.16,324.52,1.42980401824233,0,1,5,6,1
0,119.85,5,0,18,1,95,2,0,3.66,599.25,3.05381727158949,0,0,11,4,0
4,118.56,4,0,66,1,13,1,1,10.22,474.24,8.62010796221323,0,3,10,2,0
2,199.61,2,0,49,0,70,3,0,17.63,399.22,8.83222283452733,1,2,1,1,0
4,383.69,5,1,49,1,48,0,0,40.6,1918.45,10.5814589903307,2,2,12,2,0
3,181.98,3,0,39,1,69,1,2,11.92,545.94,6.55017034838993,1,1,3,5,1
3,166.31,5,0,49,0,60,2,0,2.57,831.55,1.54530695688774,0,2,6,1,0
2,42.96,3,0,70,1,81,0,2,32.76,128.88,76.2569832402235,0,3,6,3,0
4,156.89,2,0,33,1,88,0,1,25.95,313.78,16.5402511313659,0,1,12,1,0
4,377.2,1,0,59,1,79,2,1,12.34,377.2,3.27147401908802,2,2,5,4,0
3,82.81,4,0,45,1,42,1,0,25.51,331.24,30.8054582779858,0,2,3,2,0
3,331.33,2,0,59,1,7,3,1,3.32,662.66,1.00202215314037,1,2,7,6,1
0,140.81,5,0,20,0,51,0,2,14.81,704.05,10.5177189120091,0,0,7,1,0
0,479.54,2,1,55,1,53,3,1,30.13,959.08,6.28310464194853,2,2,9,1,0
1,487.86,3,1,66,0,78,2,2,33.77,1463.58,6.92206780633788,2,3,6,5,1
4,458.16,2,0,52,0,53,1,1,13.8,916.32,3.01204819277108,2,2,2,4,0
0,435.7,3,1,25,0,21,3,1,28.12,1307.1,6.4539820977737,2,0,11,2,0
1,92.75,2,0,32,0,74,0,1,11.39,185.5,12.2803234501348,0,1,5,3,0
3,190.5,1,0,42,0,11,2,0,13.13,190.5,6.89238845144357,1,2,1,2,0
2,356.7,2,1,54,1,14,0,2,14.86,713.4,4.16596579758901,2,2,5,3,0
1,182.41,2,0,52,0,42,0,0,0.76,364.82,0.416643824351735,1,2,7,0,0
0,76.99,5,0,27,0,95,2,2,27.52,384.95,35.7449019353163,0,1,7,1,0
0,253.26,3,1,60,0,16,3,1,42.18,759.78,16.6548211324331,1,2,7,0,0
0,307.57,2,0,36,1,14,1,1,13.29,615.14,4.32096758461488,1,1,2,4,0
4,437.44,3,1,46,1,12,0,0,44.33,1312.32,10.1339612289685,2,2,2,0,0
3,34.05,3,0,37,1,85,2,0,3.65,102.15,10.71953010279,0,1,11,2,0
4,274.01,3,1,33,1,16,3,2,46.2,822.03,16.8606985146528,1,1,8,1,0
4,382.66,4,1,32,1,36,1,1,19.9,1530.64,5.20043903203889,2,1,3,6,1
2,387.81,5,1,32,1,22,2,1,28.31,1939.05,7.29996647843016,2,1,4,3,0
4,434.95,5,1,61,0,41,2,2,8.84,2174.75,2.03241751925509,2,3,4,5,1
1,337.07,5,1,42,0,50,1,0,36.77,1685.35,10.908713323642,2,2,1,6,1
2,66.73,3,0,28,1,32,2,0,23.98,200.19,35.9358609321145,0,1,6,5,1
2,477.7,3,1,65,0,8,0,0,35.1,1433.1,7.34770776638057,2,3,7,5,1
0,218.97,5,0,54,1,64,1,0,3.4,1094.85,1.55272411745901,1,2,5,6,1
3,119.16,3,0,40,0,11,3,2,39.25,357.48,32.9389056730447,0,1,1,1,0
2,232.37,3,0,48,1,30,1,0,23.53,697.11,10.1260920084348,1,2,2,1,0
2,342.96,2,1,20,1,72,1,1,39.84,685.92,11.6165150454864,2,0,8,0,0
4,191.11,5,0,58,1,90,2,0,20.18,955.55,10.5593637172309,1,2,2,1,0
3,449.77,1,1,32,1,86,3,2,32.79,449.77,7.29039286746559,2,1,5,3,0
4,119.46,2,0,68,1,25,2,2,7.27,238.92,6.08571906914448,0,3,5,2,0
4,145.64,5,0,35,0,68,2,1,0.3,728.2,0.205987366108212,0,1,1,2,0
2,341.49,5,1,59,0,35,1,2,32.08,1707.45,9.39412574306715,2,2,2,1,0
4,402.38,4,0,67,1,82,0,1,3.26,1609.52,0.810179432377355,2,3,10,5,1
1,207.83,2,0,45,1,99,2,1,15.05,415.66,7.24149545301448,1,2,4,5,1
3,86.72,4,0,52,0,25,2,2,14.29,346.88,16.4783210332103,0,2,2,0,0
4,480.15,1,0,53,0,10,1,2,19.32,480.15,4.02374258044361,2,2,9,1,0
0,51.74,1,0,67,0,82,2,1,25.87,51.74,50,0,3,5,2,0
3,107.45,1,0,19,1,56,3,2,24.56,107.45,22.8571428571429,0,0,9,0,0
1,152.28,4,0,21,0,65,3,2,9.61,609.12,6.31074336748096,0,0,7,3,0
3,38.85,4,0,66,0,84,1,0,48.25,155.4,124.195624195624,0,3,11,1,0
0,58.96,4,0,67,0,92,3,2,31.94,235.84,54.1723202170963,0,3,3,1,0
1,151.76,1,0,23,1,2,1,2,8.25,151.76,5.43621507643648,0,0,1,6,1
0,173.01,3,0,25,0,29,3,2,17.54,519.03,10.1381423039131,1,0,8,0,0
2,430.76,3,1,45,1,99,0,1,43.97,1292.28,10.2075401615749,2,2,7,4,0
2,240.16,5,1,29,0,15,3,1,38.6,1200.8,16.072618254497,1,1,3,0,0
1,365.15,1,1,23,1,36,1,1,17.27,365.15,4.72956319320827,2,0,5,1,0
1,244.12,3,0,44,1,67,3,0,13.62,732.36,5.57922333278715,1,2,3,0,0
2,215.9,1,0,21,1,54,2,0,2.31,215.9,1.0699397869384,1,0,2,6,1
1,206.66,2,1,55,1,49,0,1,49.16,413.32,23.7878641246492,1,2,5,2,0
0,105.18,5,0,67,0,83,2,0,49.02,525.9,46.6058185966914,0,3,5,5,1
0,480.89,3,1,18,0,15,0,2,39.27,1442.67,8.16610867350122,2,0,3,4,0
1,229.29,1,0,51,0,62,0,2,1.41,229.29,0.614941776789219,1,2,12,3,0
1,424.84,4,1,31,1,34,2,1,23.7,1699.36,5.57857075604934,2,1,2,1,0
3,103.2,4,0,22,0,53,1,2,7.99,412.8,7.7422480620155,0,0,9,1,0
0,374.06,1,1,54,1,70,2,1,33.23,374.06,8.88360156124686,2,2,1,0,0
2,282.12,5,0,19,1,18,0,0,5.51,1410.6,1.95306961576634,1,0,11,1,0
3,53.27,1,0,49,1,53,3,1,13.32,53.27,25.0046930730242,0,2,9,0,0
3,33.99,3,0,21,1,89,2,0,6,101.97,17.6522506619594,0,0,11,3,0
3,311.3,5,1,55,0,52,2,1,42.4,1556.5,13.6203019595246,1,2,12,3,0
4,417.36,3,1,67,0,92,3,2,39.15,1252.08,9.3803910293272,2,3,1,1,0
3,423.4,1,0,61,0,81,2,1,6.1,423.4,1.4407179971658,2,3,12,6,1
2,251.09,3,1,18,0,20,1,2,41.98,753.27,16.7191047034928,1,0,11,3,0
1,19.25,3,0,68,1,33,0,1,2.44,57.75,12.6753246753247,0,3,9,0,0
1,365.33,1,0,23,1,58,1,2,8.19,365.33,2.24180877562751,2,0,3,1,0
3,112.73,1,0,61,0,25,2,2,7.75,112.73,6.87483367337887,0,3,5,3,0
1,193.65,3,1,31,1,54,0,2,41.38,580.95,21.3684482313452,1,1,12,1,0
3,456.87,1,0,54,1,94,3,1,7.12,456.87,1.55843018801847,2,2,12,6,1
4,335.86,5,1,18,0,49,2,1,38.83,1679.3,11.5613648544036,2,0,1,6,1
3,95.79,4,0,21,0,49,1,0,36.46,383.16,38.0624282284163,0,0,1,6,1
1,21.86,4,0,62,1,56,1,1,15.13,87.44,69.2131747483989,0,3,10,3,0
1,170.04,3,1,57,0,44,1,0,41.12,510.12,24.1825452834627,0,2,3,2,0
1,299.28,4,1,39,1,85,1,1,7.71,1197.12,2.57618283881315,1,1,10,4,0
4,495.05,3,1,36,0,72,1,2,14.92,1485.15,3.01383698616301,2,1,3,5,1
0,124.32,1,0,29,0,39,3,0,1.65,124.32,1.32722007722008,0,1,3,0,0
1,416.74,5,1,37,0,44,3,2,15.26,2083.7,3.66175553102654,2,1,8,6,1
1,94.82,3,0,56,0,91,0,0,34.94,284.46,36.8487660831048,0,2,6,1,0
1,311.91,1,0,47,1,70,0,0,22.5,311.91,7.21361931326344,1,2,10,5,1
2,455.48,1,0,66,0,76,3,1,1.96,455.48,0.430315271801177,2,3,6,6,1
3,463.77,2,1,56,0,90,3,0,15.28,927.54,3.2947366151325,2,2,12,1,0
2,456.35,2,1,52,0,23,3,0,22.53,912.7,4.93700010956503,2,2,6,5,1
4,399.74,2,0,23,0,43,1,0,2.44,799.48,0.61039675789263,2,0,11,2,0
0,277.33,1,0,61,0,59,3,0,5.59,277.33,2.0156492265532,1,3,2,1,0
4,460.9,3,1,49,1,15,2,1,7.96,1382.7,1.72705576046865,2,2,12,4,0
4,240.61,3,1,49,0,38,3,0,43.45,721.83,18.0582685673912,1,2,9,4,0
1,339.58,3,1,26,1,62,0,0,36.73,1018.74,10.8163024913128,2,1,7,2,0
1,14.89,1,0,59,1,99,2,2,27.2,14.89,182.672934855608,0,2,7,1,0
0,139.49,3,0,59,1,4,1,0,9.14,418.47,6.55244103519966,0,2,5,0,0
3,132.12,1,0,51,1,4,1,1,6.22,132.12,4.70784135634272,0,2,3,3,0
2,180.31,2,0,35,1,69,2,0,12.89,360.62,7.14879929011148,1,1,7,1,0
3,37.6,3,0,49,1,90,3,0,32.78,112.8,87.1808510638298,0,2,3,4,0
4,59.11,5,0,59,0,56,0,1,2.18,295.55,3.68803924885806,0,2,3,3,0
1,40.53,1,0,55,1,61,1,0,34.4,40.53,84.8754009375771,0,2,9,3,0
1,269.9,5,1,51,0,18,0,1,22.3,1349.5,8.26231937754724,1,2,4,0,0
1,401.64,1,0,23,0,1,0,1,1.82,401.64,0.453142117318992,2,0,12,2,0
1,59.1,2,0,18,0,72,1,2,49.35,118.2,83.502538071066,0,0,3,1,0
3,191.39,3,0,31,1,66,3,0,36.06,574.17,18.8411097758504,1,1,2,3,0
1,278.18,1,1,64,1,99,2,0,46.6,278.18,16.7517434754476,1,3,8,4,0
3,315.9,5,1,27,0,7,0,0,45.23,1579.5,14.3178220955999,1,1,10,4,0
4,155.95,5,1,57,1,0,3,1,42.32,779.75,27.1369028534787,0,2,4,2,0
2,102.42,1,0,22,0,2,0,0,41.5,102.42,40.5194297988674,0,0,4,5,1
0,113.35,5,0,19,0,86,3,1,12.13,566.75,10.7013674459638,0,0,2,4,0
3,371.29,1,0,45,1,28,0,2,19.31,371.29,5.20078644725147,2,2,5,4,0
2,329.84,5,1,44,1,83,0,2,35.91,1649.2,10.8870967741936,1,2,6,3,0
4,68.4,1,0,18,0,87,3,2,38.42,68.4,56.1695906432748,0,0,7,0,0
0,113.99,5,0,31,1,35,2,0,35.97,569.95,31.5553995964558,0,1,12,1,0
1,140.48,1,0,29,0,19,0,2,4.5,140.48,3.20330296127563,0,1,3,4,0
4,103.59,3,0,29,0,37,3,1,31.19,310.77,30.1090838884062,0,1,8,2,0
2,354.18,1,0,69,1,18,3,0,20.33,354.18,5.7400191992772,2,3,3,5,1
1,388.69,3,0,62,1,8,2,0,15.06,1166.07,3.87455298566981,2,3,4,0,0
4,342.75,2,1,34,1,25,2,1,13.29,685.5,3.87746170678337,2,1,11,3,0
2,189.61,5,1,36,1,43,2,1,45.91,948.05,24.212857971626,1,1,9,5,1
2,415.59,3,1,50,0,30,1,1,25.73,1246.77,6.19119805577613,2,2,1,6,1
3,231.59,4,1,27,0,93,2,2,22.34,926.36,9.64635778746924,1,1,3,5,1
0,348.56,1,0,34,1,21,1,1,4.02,348.56,1.1533165021804,2,1,2,0,0
4,76.47,4,0,64,1,15,1,0,5.08,305.88,6.64312802406172,0,3,9,0,0
1,435.46,4,1,35,1,11,1,1,45.94,1741.84,10.5497634685161,2,1,12,4,0
2,423.36,3,1,36,1,38,3,0,45.25,1270.08,10.6883030990174,2,1,4,5,1
2,470.6,4,1,60,0,68,1,0,21.16,1882.4,4.49638759031024,2,2,7,0,0
3,480.72,4,1,42,0,53,1,2,12.38,1922.88,2.57530371110002,2,2,4,5,1
3,106.33,4,0,35,0,66,2,0,38.1,425.32,35.8318442584407,0,1,9,5,1
1,69.56,1,0,40,0,75,0,2,5.84,69.56,8.39562967222542,0,1,9,5,1
1,147.62,2,0,24,1,6,0,1,24.74,295.24,16.7592467145373,0,0,10,6,1
3,92.34,1,0,34,0,15,2,2,19.33,92.34,20.9335066060212,0,1,9,2,0
1,422.98,5,1,27,1,51,2,0,22.3,2114.9,5.2721168849591,2,1,6,5,1
3,26.36,5,0,65,0,45,0,1,36.04,131.8,136.722306525038,0,3,8,6,1
3,314.49,5,1,45,0,39,2,1,8.86,1572.45,2.81725969029222,1,2,11,3,0
1,127.21,2,0,41,0,10,3,0,9.71,254.42,7.6330477163745,0,2,5,6,1
2,354.35,1,1,35,1,70,3,0,36.74,354.35,10.3682799492028,2,1,1,5,1
0,29.87,3,0,69,0,25,1,2,40.23,89.61,134.683629059257,0,3,11,1,0
3,211.09,5,0,56,1,26,2,0,10.39,1055.45,4.92207115448387,1,2,4,0,0
0,97.69,2,0,24,1,11,0,1,40.56,195.38,41.5190910021497,0,0,2,1,0
2,284.5,3,0,47,1,0,3,1,0.17,853.5,0.0597539543057997,1,2,6,4,0
0,410.14,4,1,57,0,85,3,2,48.88,1640.56,11.9178816989321,2,2,12,1,0
0,430.1,4,1,49,1,73,3,0,42.9,1720.4,9.97442455242967,2,2,6,0,0
0,348.55,3,1,40,0,53,1,0,32.59,1045.65,9.35016496915794,2,1,1,2,0
4,254.4,4,0,67,0,23,3,1,11.81,1017.6,4.64229559748428,1,3,5,6,1
4,324.5,1,1,49,0,98,2,2,47.57,324.5,14.6594761171032,1,2,6,0,0
3,94.02,3,0,50,0,36,0,0,26.14,282.06,27.8025951925122,0,2,8,4,0
3,149.7,1,0,38,0,99,1,0,17.66,149.7,11.7969271877088,0,1,4,0,0
0,191.06,5,1,70,1,86,2,0,41.6,955.3,21.7732649429499,1,3,5,2,0
3,467.38,3,1,24,1,75,1,2,38.93,1402.14,8.32941075784158,2,0,2,2,0
1,28.72,2,0,32,1,33,2,2,5.01,57.44,17.4442896935933,0,1,10,1,0
0,484.53,5,1,39,0,10,1,2,16.68,2422.65,3.44251129960993,2,1,3,1,0
4,90.36,1,0,29,0,44,1,0,18.34,90.36,20.2965914121293,0,1,3,6,1
3,401.02,5,1,28,0,78,2,1,19.01,2005.1,4.7404119495287,2,1,2,1,0
4,45.49,4,0,29,1,30,1,0,22.45,181.96,49.3515058254561,0,1,10,1,0
4,10.49,1,0,44,1,47,0,1,21.93,10.49,209.056244041945,0,2,12,5,1
1,438.65,5,1,47,0,50,3,1,44,2193.25,10.0307762452981,2,2,4,3,0
4,296.77,1,0,26,1,9,1,0,18.12,296.77,6.10573845065202,1,1,4,4,0
0,250.86,2,0,37,0,52,3,0,26.6,501.72,10.6035238778602,1,1,4,2,0
4,156.13,3,0,54,0,69,0,1,18.56,468.39,11.8875296227503,0,2,9,5,1
3,296.35,2,1,54,0,34,0,2,47.48,592.7,16.0215960857095,1,2,7,4,0
2,40.45,5,0,33,0,6,0,1,48,202.25,118.665018541409,0,1,9,4,0
4,114.55,2,0,45,1,1,1,0,41.71,229.1,36.4120471409865,0,2,8,3,0
3,489.22,3,1,22,0,72,1,0,22.82,1467.66,4.66456808797678,2,0,5,3,0
1,394.65,3,0,42,0,36,2,1,0.4,1183.95,0.101355631572279,2,2,12,6,1
2,99.96,2,0,65,0,57,2,1,10.03,199.92,10.0340136054422,0,3,11,6,1
0,244.15,5,1,26,0,29,3,1,31.1,1220.75,12.7380708580791,1,1,12,1,0
3,256.52,3,1,53,0,44,0,0,49.91,769.56,19.4565725869328,1,2,2,5,1
3,299.46,3,0,68,1,76,1,0,2.54,898.38,0.848193414813331,1,3,10,4,0
4,42.31,2,0,23,0,94,2,1,11.12,84.62,26.2822027889388,0,0,4,1,0
3,176.89,4,0,57,1,89,2,0,36.21,707.56,20.4703488043417,1,2,8,3,0
3,27.16,3,0,24,0,72,3,1,28.78,81.48,105.964653902798,0,0,7,0,0
0,417.55,5,1,32,1,18,0,2,35.15,2087.75,8.41815351454916,2,1,1,2,0
2,292.98,1,0,32,0,46,1,1,5.57,292.98,1.90115366236603,1,1,10,4,0
2,54.47,5,0,31,1,89,1,2,36.81,272.35,67.578483568937,0,1,11,0,0
2,74.32,1,0,64,0,19,1,1,18.78,74.32,25.2691065662002,0,3,7,1,0
3,233.15,3,0,51,1,61,3,1,30.42,699.45,13.0473943812996,1,2,9,6,1
0,379.98,1,1,54,1,63,3,0,41.36,379.98,10.8847834096531,2,2,12,3,0
1,214.12,3,1,39,1,78,1,0,18.56,642.36,8.66803661498225,1,1,11,5,1
1,448.09,4,1,50,0,53,1,0,25.16,1792.36,5.61494342654378,2,2,8,4,0
0,36.43,3,0,53,1,33,2,2,27.39,109.29,75.185286851496,0,2,7,5,1
4,299.68,4,0,24,1,55,3,2,10.74,1198.72,3.58382274426054,1,0,6,3,0
4,71.44,2,0,21,0,98,0,1,17.46,142.88,24.4400895856663,0,0,5,6,1
4,484.36,2,1,63,0,87,1,0,30.26,968.72,6.24741927491948,2,3,5,0,0
2,485.76,2,1,29,0,62,1,1,16.57,971.52,3.41114953886693,2,1,10,0,0
2,414.98,5,1,67,0,80,3,2,40.45,2074.9,9.74745770880524,2,3,12,0,0
0,273.84,5,1,52,0,86,1,2,25.39,1369.2,9.27183756938358,1,2,8,2,0
4,422.69,1,0,54,1,92,2,1,1.69,422.69,0.39982019920036,2,2,12,3,0
4,167.09,2,0,56,0,2,1,1,4.02,334.18,2.40588904183374,0,2,12,2,0
2,93.59,4,0,59,0,89,2,2,38.98,374.36,41.6497489047975,0,2,11,6,1
3,199.07,4,0,69,1,99,0,2,19.28,796.28,9.68503541467825,1,3,7,0,0
3,218.73,3,0,48,1,95,2,0,24.7,656.19,11.292461025008,1,2,3,0,0
1,320.69,5,0,46,1,15,1,0,24.74,1603.45,7.71461536062865,1,2,1,4,0
0,29.86,5,1,26,0,67,0,1,42.35,149.3,141.828533154722,0,1,7,5,1
3,19.12,3,0,33,1,95,2,2,1.99,57.36,10.407949790795,0,1,8,0,0
0,60.27,3,0,47,1,89,2,2,29.33,180.81,48.664343786295,0,2,8,0,0
4,106.16,3,0,48,1,55,2,0,44.39,318.48,41.8142426525999,0,2,4,3,0
4,76.1,3,0,20,1,19,2,2,24.28,228.3,31.9053876478318,0,0,12,4,0
3,462.13,3,1,66,1,58,2,1,34.55,1386.39,7.4762512712873,2,3,10,0,0
0,340.78,4,0,37,0,87,3,0,0.09,1363.12,0.0264100005868889,2,1,2,4,0
3,493.31,5,1,18,1,65,3,0,35,2466.55,7.09493016561594,2,0,5,3,0
3,271.78,5,0,56,1,35,3,1,8.43,1358.9,3.10177349326661,1,2,10,1,0
3,475.37,5,1,39,1,49,0,2,7.58,2376.85,1.59454740517912,2,1,1,0,0
2,163.69,1,0,42,1,80,2,0,23.38,163.69,14.2830960962796,0,2,2,4,0
2,61.24,4,0,40,0,95,3,1,32.54,244.96,53.1352057478772,0,1,3,4,0
3,453.26,3,0,67,0,46,2,2,16.4,1359.78,3.61823236111724,2,3,8,6,1
3,351.24,2,1,29,1,42,1,0,37.35,702.48,10.6337546976426,2,1,8,4,0
3,429.78,1,1,18,1,6,1,2,21.97,429.78,5.11191772534785,2,0,10,0,0
1,133.74,4,0,65,1,27,0,1,14.73,534.96,11.0139075818753,0,3,1,1,0
2,497.97,2,1,59,0,86,0,0,25.59,995.94,5.13886378697512,2,2,3,0,0
1,149.37,3,1,28,0,72,2,0,33.82,448.11,22.6417620673495,0,1,11,1,0
0,282.71,2,1,70,0,73,3,1,33.47,565.42,11.8389869477557,1,3,6,6,1
3,289.07,1,1,64,1,23,3,0,44.95,289.07,15.5498668142664,1,3,8,1,0
3,367.51,1,1,67,0,4,0,0,36.31,367.51,9.88000326521727,2,3,10,0,0
4,434.25,5,1,19,1,76,3,2,45.15,2171.25,10.3972366148532,2,0,6,1,0
3,25.53,1,0,51,0,66,0,1,1.85,25.53,7.2463768115942,0,2,7,1,0
2,8.28,1,0,61,1,3,1,1,42.9,8.28,518.115942028986,0,3,10,0,0
4,331.91,5,1,28,0,81,0,2,18.36,1659.55,5.53162001747462,1,1,3,6,1
2,250.32,2,0,32,1,32,3,0,8.45,500.64,3.37567913071269,1,1,6,5,1
0,167.01,4,0,66,1,84,0,1,22.4,668.04,13.4123705167355,0,3,6,3,0
3,391.41,1,0,50,1,76,0,1,10.21,391.41,2.60851792238318,2,2,7,6,1
0,15.65,3,0,56,0,27,0,2,2.17,46.95,13.8658146964856,0,2,7,0,0
2,188.9,4,1,41,0,13,3,0,43.13,755.6,22.8321863419799,1,2,11,0,0
1,478.67,3,1,19,0,60,1,1,14.27,1436.01,2.98117701130215,2,0,5,6,1
2,153.43,1,0,20,1,21,1,0,11.09,153.43,7.22805188033631,0,0,5,6,1
1,6.81,3,0,67,0,40,3,0,40.06,20.43,588.252569750367,0,3,11,1,0
1,76.86,1,0,70,0,94,1,1,44.97,76.86,58.5089773614364,0,3,8,0,0
0,68.12,5,0,62,0,30,2,2,6.42,340.6,9.42454492072813,0,3,5,4,0
0,83.53,5,0,60,1,4,0,2,8.36,417.65,10.0083802226745,0,2,8,5,1
4,356.95,4,1,27,1,41,3,0,15.7,1427.8,4.39837512256619,2,1,9,2,0
4,5.19,5,0,21,1,39,0,0,31.04,25.95,598.073217726397,0,0,10,6,1
2,439.31,3,1,59,0,48,1,1,12.1,1317.93,2.75431927340602,2,2,3,4,0
0,497.02,4,1,51,1,97,0,0,37.94,1988.08,7.63349563397851,2,2,9,0,0
2,202.18,2,1,52,0,60,0,2,46.88,404.36,23.1872588782273,1,2,12,3,0
4,178.13,4,0,25,0,27,3,1,13.86,712.52,7.78083422219727,1,0,7,3,0
1,357.32,2,0,45,0,10,0,2,9.91,714.64,2.77342438150677,2,2,2,5,1
1,94.23,4,0,57,1,35,1,0,8.38,376.92,8.89313382150058,0,2,7,3,0
4,457.85,2,1,29,1,53,0,1,46.66,915.7,10.1911106257508,2,1,12,2,0
4,400.93,5,1,55,0,84,2,1,32.88,2004.65,8.20093283116754,2,2,11,4,0
1,185.22,2,1,57,0,68,0,0,39.08,370.44,21.0992333441313,1,2,2,6,1
2,225.55,2,0,43,1,17,1,0,0.43,451.1,0.190645089780537,1,2,5,6,1
3,450.97,4,1,48,1,40,2,1,31.97,1803.88,7.08916335898175,2,2,2,5,1
0,275.99,1,0,57,1,23,2,0,28.4,275.99,10.2902279068082,1,2,8,6,1
1,90.21,3,0,62,1,86,1,0,39.49,270.63,43.7756346303071,0,3,5,2,0
4,232.73,2,0,36,1,7,2,1,32.34,465.46,13.8959309070597,1,1,11,4,0
0,366.33,1,1,34,1,85,0,1,46.02,366.33,12.5624436983048,2,1,7,1,0
3,67.56,4,0,37,1,86,0,1,34.01,270.24,50.3404381290705,0,1,11,5,1
3,343.98,1,0,58,0,35,2,1,0.51,343.98,0.14826443397872,2,2,1,6,1
2,221.12,3,0,47,1,50,1,1,19.1,663.36,8.63784370477569,1,2,10,0,0
3,332.53,5,1,31,1,22,3,1,45.39,1662.65,13.6498962499624,1,1,6,4,0
3,484.52,4,1,45,1,48,3,1,18.74,1938.08,3.86774539750681,2,2,7,1,0
1,132.17,5,0,49,0,51,0,1,5.63,660.85,4.25966558220474,0,2,7,3,0
1,400.83,3,1,56,1,18,1,1,36.09,1202.49,9.00381707955991,2,2,4,4,0
2,45.42,5,0,70,1,99,0,0,28.09,227.1,61.8450022016733,0,3,9,6,1
1,412.85,4,1,61,1,74,2,2,41.29,1651.4,10.0012110936175,2,3,8,2,0
0,112.31,2,0,63,1,47,3,2,34.62,224.62,30.8253939987535,0,3,12,4,0
1,217.3,3,0,30,0,53,2,0,0.74,651.9,0.34054302807179,1,1,8,6,1
0,80.96,5,0,39,0,84,1,0,18.97,404.8,23.4313241106719,0,1,12,1,0
3,460.05,5,1,29,1,28,2,1,15.16,2300.25,3.29529398978372,2,1,9,5,1
4,110.87,1,0,43,1,27,2,0,33.9,110.87,30.5763506809777,0,2,12,1,0
1,167.99,5,1,57,1,81,1,2,29.13,839.95,17.3403178760641,0,2,8,0,0
2,427.52,4,1,35,0,30,0,0,5.58,1710.08,1.30520209580838,2,1,1,6,1
0,464.66,5,1,63,0,40,3,2,11.42,2323.3,2.45771101450523,2,3,10,3,0
3,154.7,5,0,38,0,82,3,2,3.66,773.5,2.36586942469296,0,1,3,1,0
3,178.42,5,0,69,0,75,3,1,29.01,892.1,16.2593879609909,1,3,10,0,0
1,52.8,2,0,66,0,4,0,0,36.99,105.6,70.0568181818182,0,3,12,5,1
1,274.38,3,0,36,1,6,1,2,24.06,823.14,8.76886070413296,1,1,3,4,0
3,150.03,5,0,36,1,23,2,1,18.1,750.15,12.0642538159035,0,1,11,1,0
4,181.19,2,0,57,1,56,1,1,19.88,362.38,10.9719079419394,1,2,8,4,0
4,487.72,1,0,53,0,77,2,1,4.83,487.72,0.990322316082998,2,2,7,4,0
0,410.13,5,1,38,0,48,3,2,7.7,2050.65,1.87745349035672,2,1,2,5,1
1,281.44,3,1,29,1,93,0,0,25.02,844.32,8.88999431495168,1,1,5,3,0
4,80.71,4,0,65,1,55,0,1,46.84,322.84,58.0349399083137,0,3,9,2,0
3,169.6,4,1,27,1,20,3,0,22.4,678.4,13.2075471698113,0,1,7,6,1
3,449.21,5,1,62,0,95,2,1,46.41,2246.05,10.3314708043009,2,3,9,0,0
1,273.58,5,0,51,1,14,1,0,2.01,1367.9,0.734702829154178,1,2,9,0,0
4,375.86,5,1,54,1,99,0,1,10.96,1879.3,2.91597935401479,2,2,1,6,1
3,25.9,1,0,27,1,59,3,2,38.06,25.9,146.949806949807,0,1,5,3,0
2,146.28,1,0,46,0,82,1,1,9.63,146.28,6.58326497128794,0,2,10,5,1
4,480.09,2,1,52,1,80,3,0,41.99,960.18,8.74627673977796,2,2,3,1,0
2,151.37,1,0,31,1,80,0,1,33.75,151.37,22.2963599127965,0,1,10,2,0
